1.909156445,52,,,,1,1.777777778,,,,,
1.909156445,2,,,,2,0.888888889,,,,,
2.575823111,1,,,,4,0.444444444,,,,,
2.798045333,2,,,,6,0.296296296,,,,,
3.242489777,1,,,,8,0.222222222,,,,,
3.686934221,2,,,,12,0.148148148,,,,,
4.353600887,1,,,,16,0.111111111,,,,,
4.575823109,2,,,,24,0.074074074,,,,,
5.020267553,1,,,,,,,,,,
5.464711997,2,a,,,,,,,,,
5.909156441,1,,,,,,,,,,
6.353600885,2,,,,,,,,,,
6.798045329,1,,,,,,,,,,
7.242489773,2,,,,,,,,,,
7.909156439,1,,,,,,,,,,
8.131378661,2,,,,,,,,,,
8.353600883,1,,,,,,,,,,
8.427674957,2,,,,,,,,,,
8.501749031,1,,,,,,,,,,
8.575823105,2,,,,,,,,,,
9.020267556,2,a,9.080267556,,,,,,,,
9.020267556,4,,,,,,,,,,
9.464712,4,,,,,,,,,,
9.686934222,1,,,,,,,,,,
9.909156444,2,,,,,,,,,,
9.909156444,4,,,,,,,,,,
10.35360089,1,,,,,,,,,,
10.35360089,4,,,,,,,,,,
10.79804533,4,,,,,,,,,,
10.79804533,2,,,,,,,,,,
11.24248978,4,,,,,,,,,,
11.464712,1,,,,,,,,,,
11.68693422,2,,,,,,,,,,
11.68693422,4,,,,,,,,,,
12.13137867,1,,,,,,,,,,
12.13137867,4,,,,,,,,,,
12.57582311,2,a,,,,,,,,,
12.57582311,4,,,,,,,,,,
13.02026756,1,,,,,,,,,,
13.02026756,4,,,,,,,,,,
13.464712,2,,,,,,,,,,
13.464712,4,,,,,,,,,,
13.90915644,1,,,,,,,,,,
13.90915644,4,,,,,,,,,,
14.35360089,2,,,,,,,,,,
14.35360089,4,,,,,,,,,,
14.79804533,4,,,,,,,,,,
15.02026755,1,,,,,,,,,,
15.24248978,2,,,,,,,,,,
15.24248978,4,,,,,,,,,,
15.68693422,4,,,,,,,,,,
16.13137866,4,,,,,,,,,,
16.57582311,1,a,,,,,,,,,
16.57582311,4,,,,,,,,,,
16.79804533,2,,,,,,,,,,
17.02026755,1,,,,,,,,,,
17.02026755,4,,,,,,,,,,
17.24248977,2,,,,,,,,,,
17.464712,1,,,,,,,,,,
17.464712,4,,,,,,,,,,
17.90915644,4,,,,,,,,,,
18.35360088,1,,,,,,,,,,
18.35360088,4,,,,,,,,,,
18.57582311,2,,,,,,,,,,
18.79804533,1,,,,,,,,,,
18.79804533,4,,,,,,,,,,
19.02026755,2,,,,,,,,,,
19.24248977,1,,,,,,,,,,
19.24248977,4,,,,,,,,,,
19.68693422,2,,,,,,,,,,
19.68693422,4,,,,,,,,,,
20.13137866,4,,,,,,,,,,
20.5758231,4,,,,,,,,,,
21.02026755,4,,,,,,,,,,
21.46471199,1,,,,,,,,,,
21.46471199,4,,,,,,,,,,
21.68693421,2,,,,,,,,,,
21.90915644,1,,,,,,,,,,
21.90915644,4,,,,,,,,,,
22.35360088,2,,,,,,,,,,
22.35360088,4,,,,,,,,,,
22.5758231,1,,,,,,,,,,
22.64989718,2,,,,,,,,,,
22.72397125,1,,,,,,,,,,
22.79804532,2,,,,,,,,,,
22.79804532,4,,,,,,,,,,
23.02026755,1,,,,,,,,,,
23.13137866,2,,,,,,,,,,
23.24248977,4,,,,,,,,,,
23.68693421,1,a,,,,,,,,,
23.68693421,0,,,,,,,,,,
24.13137866,2,,,,,,,,,,
24.13137866,3,,,,,,,,,,
24.5758231,3,,,,,,,,,,
24.5758231,1,,,,,,,,,,
25.46471199,2,,,,,,,,,,
25.46471199,3,,,,,,,,,,
25.90915643,0,,,,,,,,,,
25.90915643,2,,,,,,,,,,
26.35360088,0,,,,,,,,,,
26.35360088,1,,,,,,,,,,
27.24248977,2,a,,,,,,,,,
27.24248977,3,,,,,,,,,,
27.68693421,1,,,,,,,,,,
27.68693421,3,,,,,,,,,,
28.13137865,1,,,,,,,,,,
28.13137865,2,,,,,,,,,,
28.5758231,2,,,,,,,,,,
28.5758231,3,,,,,,,,,,
29.02026754,0,,,,,,,,,,
29.02026754,3,,,,,,,,,,
29.46471199,1,,,,,,,,,,
29.46471199,2,,,,,,,,,,
30.79804532,0,,,,,,,,,,
30.79804532,2,,,,,,,,,,
31.24248976,1,,,,,,,,,,
31.24248976,2,,,,,,,,,,
31.68693421,0,,,,,,,,,,
31.68693421,3,,,,,,,,,,
32.5758231,0,,,,,,,,,,
32.5758231,1,,,,,,,,,,
33.02026754,1,,,,,,,,,,
33.02026754,2,,,,,,,,,,
33.46471199,2,,,,,,,,,,
33.46471199,3,,,,,,,,,,
34.35360087,0,,,,,,,,,,
34.35360087,3,,,,,,,,,,
34.79804532,1,,,,,,,,,,
34.79804532,2,,,,,,,,,,
35.24248976,0,,,,,,,,,,
35.24248976,3,,,,,,,,,,
35.68693421,0,,,,,,,,,,
35.68693421,1,,,,,,,,,,
36.13137865,2,,,,,,,,,,
36.13137865,3,,,,,,,,,,
36.57582309,1,,,,,,,,,,
36.57582309,2,,,,,,,,,,
37.46471198,1,a,,,,,,,,,
37.46471198,3,,,,,,,,,,
37.90915643,1,a,,,,,,,,,
37.90915643,2,,,,,,,,,,
38.35360087,0,a,,,,,,,,,
38.35360087,1,,,,,,,,,,
38.79804532,0,a,,,,,,,,,
38.79804532,3,,,,,,,,,,
39.24248976,2,a,,,,,,,,,
39.24248976,3,,,,,,,,,,
39.6869342,0,a,,,,,,,,,
39.6869342,3,,,,,,,,,,
40.13137865,1,a,,,,,,,,,
40.13137865,2,,,,,,,,,,
41.02026754,1,b,,,,,,,,,
41.02026754,2,,,,,,,,,,
41.46471198,0,b,,,,,,,,,
41.46471198,1,,,,,,,,,,
41.90915642,2,b,,,,,,,,,
41.90915642,3,,,,,,,,,,
42.35360087,1,b,,,,,,,,,
42.35360087,2,,,,,,,,,,
42.79804531,1,b,,,,,,,,,
42.79804531,3,,,,,,,,,,
43.24248976,0,b,,,,,,,,,
43.24248976,1,,,,,,,,,,
43.6869342,0,b,,,,,,,,,
43.6869342,2,,,,,,,,,,
44.57582309,1,c,,,,,,,,,
44.57582309,3,,,,,,,,,,
45.02026753,0,c,,,,,,,,,
45.02026753,2,,,,,,,,,,
45.46471198,0,c,,,,,,,,,
45.46471198,1,,,,,,,,,,
45.90915642,1,c,,,,,,,,,
45.90915642,3,,,,,,,,,,
46.35360087,2,c,,,,,,,,,
46.35360087,3,,,,,,,,,,
46.79804531,0,c,,,,,,,,,
46.79804531,1,,,,,,,,,,
47.24248975,1,c,,,,,,,,,
47.24248975,3,,,,,,,,,,
48.13137864,0,,,,,,,,,,
48.13137864,3,,,,,,,,,,
48.35360086,1,,,,,,,,,,
48.35360086,2,,,,,,,,,,
48.57582309,0,,,,,,,,,,
48.57582309,3,,,,,,,,,,
49.02026753,4,,,,,,,,,,
49.02026753,4,,,,,,,,,,
49.24248975,2,,,,,,,,,,
49.31656383,1,,,,,,,,,,
49.3906379,2,,,,,,,,,,
49.46471197,1,,,,,,,,,,
49.6869342,2,,,,,,,,,,
49.79804531,1,,,,,,,,,,
49.90915642,4,,,,,,,,,,
51.6869342,0,,,,,,,,,,
51.6869342,4,,,,,,,,,,
52.13137864,1,,,,,,,,,,
52.13137864,2,,,,,,,,,,
52.57582308,0,,,,,,,,,,
52.57582308,2,,,,,,,,,,
53.46471197,2,,,,,,,,,,
53.46471197,4,,,,,,,,,,
53.90915642,2,,,,,,,,,,
53.90915642,3,,,,,,,,,,
54.35360086,0,,,,,,,,,,
54.35360086,1,,,,,,,,,,
55.24248975,0,,,,,,,,,,
55.24248975,4,,,,,,,,,,
55.68693419,1,,,,,,,,,,
55.68693419,3,,,,,,,,,,
56.13137864,1,,,,,,,,,,
56.13137864,2,,,,,,,,,,
56.57582308,0,,,,,,,,,,
56.57582308,1,,,,,,,,,,
57.02026752,4,,,,,,,,,,
57.02026752,3,,,,,,,,,,
57.46471197,2,,,,,,,,,,
57.46471197,3,,,,,,,,,,
57.90915641,1,,,,,,,,,,
57.90915641,3,,,,,,,,,,
58.7980453,3,,,,,,,,,,
58.7980453,4,,,,,,,,,,
59.24248975,1,,,,,,,,,,
59.24248975,3,,,,,,,,,,
59.68693419,0,,,,,,,,,,
59.68693419,3,,,,,,,,,,
60.57582308,2,,,,,,,,,,
60.57582308,4,,,,,,,,,,
61.02026752,1,,,,,,,,,,
61.02026752,2,,,,,,,,,,
61.46471197,0,,,,,,,,,,
61.46471197,2,,,,,,,,,,
62.35360085,1,,,,,,,,,,
62.35360085,4,,,,,,,,,,
62.7980453,1,,,,,,,,,,
62.7980453,2,,,,,,,,,,
63.24248974,0,,,,,,,,,,
63.24248974,2,,,,,,,,,,
63.68693419,1,,,,,,,,,,
63.68693419,3,,,,,,,,,,
64.13137863,1,,,,,,,,,,
64.13137863,4,,,,,,,,,,
64.57582307,0,,,,,,,,,,
64.57582307,1,,,,,,,,,,
65.02026752,2,,,,,,,,,,
65.02026752,3,,,,,,,,,,
65.90915641,0,q,,,,,,,,,
