1.11947439,42
5.187271,4
5.695746,4
6.204221,4
6.712695,4
7.22117,4
9.763542644,0
10.78048864,1
11.7974378,2
12.81438695,3
13.8313361,3
14.84828525,2
15.86523441,1
16.88218356,0
17.89913271,1
18.91608186,2
19.93303102,0
20.94998017,3
21.96692932,1
22.98387847,0
24.00082763,2
25.01777678,3
26.03472593,1
27.05167508,0
28.06862424,2
29.08557339,3
29.59405,0
30.10253,0
30.611,1
31.11947,1
31.62794458,2
32.13641915,2
32.64489373,3
33.15336831,3
34.17031746,0
35.18726661,1
36.20421576,2
37.22116492,3
38.23811407,3
39.25506322,2
40.27201237,1
41.28896153,0
42.30591068,3
43.32285983,0
44.33980898,1
45.35675814,2
45.86523271,0
46.37371,1
46.88219,2
47.39066,3
47.89914,1
48.40761,2
48.91609,4
49.93303458,3
50.94998373,0
51.96693288,1
52.47541,2
52.98388458,1
54.00083373,0
55.01778288,3
56.03473203,2
56.54320661,1
57.05168119,2
58.06863034,3
59.08557949,0
60.10252864,4
60.61100322,4
61.1194778,4
62.13642,1
63.15338,2
64.67879458,0
65.69574373,1
66.71269288,2
67.72964203,3
68.74659119,2
69.76354034,1
70.78048949,0
71.79743864,1
72.8143878,0
73.32286237,1
73.83133695,2
74.8482861,3
75.35676068,2
75.86523525,1
76.88219,3
77.89914,0
78.91609,1
79.42456,4
