1.4,133,,,,,,BPM,180,,,1,1.333333333,,,1,1.4
6.733333333,7,,,,,,1,,,,2,0.666666667,,,2,2.733333333
7.066666666,6,,,,,,,,,,4,0.333333333,,,3,4.066666667
7.399999999,8,,,,,,,,,,8,0.166666667,,,4,5.4
7.733333332,5,12,,,,,,,,,12,0.111111111,,,5,6.733333333
8.066666665,7,11,,,,,2,,,,16,0.083333333,,,6,8.066666667
8.399999998,6,13,,,,,,,,,24,0.055555556,,,7,9.4
8.733333331,8,10,,,,,,,,,,,,,8,10.73333333
9.066666664,5,12,,,,,,,,,,,,,9,12.06666667
9.399999997,7,11,,,,,3,,,,,,,,10,13.4
9.566666664,6,13,,,,,,,,,,,,,11,14.73333333
9.733333331,8,12,,,,,,,,,,,,,12,16.06666667
9.899999998,7,10,,,,,,,,,,,,,13,17.4
10.06666667,5,11,,,,,,,,,,,,,14,18.73333333
10.23333333,6,13,,,,,,,,,,,,,15,20.06666667
10.4,8,10,,,,,,,,,,,,,16,21.4
10.56666667,5,12,,,,,,,,,,,,,17,22.73333333
10.73333333,9,10,11,13,,,4,,,,,,,,18,24.06666667
11.06666667,,,,,,,,,,,,,,,19,25.4
11.4,,,,,,,,,,,,,,,20,26.73333333
11.56666667,3,14,,,,,,,,,,,,,21,28.06666667
11.62222222,2,,,,,,,,,,,,,,22,29.4
11.67777778,1,,,,,,,,,,,,,,23,30.73333333
11.73333333,0,4,,,,,,,,,,,,,24,32.06666667
12.06666667,2,,,,a,,,,,,,,,,25,33.4
12.23333333,3,,,,,,,,,,,,,,26,34.73333333
12.4,6,,,,,,,,,,,,,,27,36.06666667
12.56666667,0,,,,,,,,,,,,,,,
12.73333333,2,,,,,,,,,,,,,,,
12.9,8,11,,,,,,,,,,,,,,
13.06666667,1,,,,,,,,,,,,,,,
13.23333333,2,,,,,,,,,,,,,,,
13.4,5,13,,,,,,,,,,,,,,
13.56666667,1,,,,,,,,,,,,,,,
13.73333333,3,,,,,,,,,,,,,,,
13.9,7,,,,,,,,,,,,,,,
14.06666667,4,,,,,,,,,,,,,,,
14.23333334,3,,,,,,,,,,,,,,,
14.4,12,,,,,,,,,,,,,,,
14.56666667,3,10,,,,,,,,,,,,,,
14.73333334,1,,,,,,,,,,,,,,,
14.9,0,,,,,,,,,,,,,,,
15.06666667,1,,,,,,,,,,,,,,,
15.23333334,5,,,,,,,,,,,,,,,
15.4,6,,,,,,,,,,,,,,,
15.56666667,8,10,,,,,,,,,,,,,,
15.73333334,7,11,,,,,,,,,,,,,,
15.90000001,4,,,,,,,,,,,,,,,
16.06666667,1,,,,,,,,,,,,,,,
16.23333334,4,,,,,,,,,,,,,,,
16.40000001,1,13,,,,,,,,,,,,,,
16.56666667,3,,,,,,,,,,,,,,,
16.73333334,0,12,,,,,,,,,,,,,,
16.90000001,1,2,,,,,,,,,,,,,,
17.06666667,0,,,,,,,,,,,,,,,
17.23333334,3,,,,,,,,,,,,,,,
17.40000001,9,,,,,,,,,,,,,,,
17.56666668,,,,,,,,,,,,,,,,
17.73333334,2,8,,,,,,,,,,,,,,
17.90000001,1,2,,,,,,,,,,,,,,
18.06666668,0,1,,,,,,,,,,,,,,
18.23333334,1,2,,,,,,,,,,,,,,
18.40000001,2,13,,,,,,,,,,,,,,
18.56666668,14,,,,,,,,,,,,,,,
18.73333334,2,5,8,,,,,,,,,,,,,
18.81666668,1,,,,,,,,,,,,,,,
18.90000001,2,,,,,,,,,,,,,,,
18.98333334,1,,,,,,,,,,,,,,,
19.06666668,2,,,,,,,,,,,,,,,
19.15000001,1,,,,,,,,,,,,,,,
19.23333334,2,,,,,,,,,,,,,,,
19.31666668,1,,,,,,,,,,,,,,,
19.40000001,2,,,,,,,,,,,,,,,
19.48333334,1,,,,,,,,,,,,,,,
19.56666667,2,,,,,,,,,,,,,,,
19.65000001,1,,,,,,,,,,,,,,,
19.73333334,2,,,,,,,,,,,,,,,
19.81666667,1,,,,,,,,,,,,,,,
19.90000001,2,,,,,,,,,,,,,,,
19.98333334,1,,,,,,,,,,,,,,,
20.06666667,2,10,13,,,,,,,,,,,,,
20.15000001,1,,,,,,,,,,,,,,,
20.23333334,2,3,,,,,,,,,,,,,,
20.31666667,0,1,,,,,,,,,,,,,,
20.4,2,,,,,,,,,,,,,,,
20.48333334,1,,,,,,,,,,,,,,,
20.56666667,2,3,,,,,,,,,,,,,,
20.65,0,1,,,,,,,,,,,,,,
20.73333334,2,,,,,,,,,,,,,,,
20.81666667,1,,,,,,,,,,,,,,,
20.9,2,3,,,,,,,,,,,,,,
20.98333334,0,1,,,,,,,,,,,,,,
21.06666667,2,,,,,,,,,,,,,,,
21.15,1,,,,,,,,,,,,,,,
21.23333333,2,3,,,,,,,,,,,,,,
21.31666667,0,1,,,,,,,,,,,,,,
21.4,2,9,,,,,,,,,,,,,,
22.73333333,8,14,,,,,,,,,,,,,,
22.81666667,2,,,,,,,,,,,,,,,
22.9,1,,,,,,,,,,,,,,,
22.98333333,0,,,,,,,,,,,,,,,
23.06666667,2,,,,,,,,,,,,,,,
23.15,1,,,,,,,,,,,,,,,
23.23333333,2,,,,,,,,,,,,,,,
23.31666666,1,,,,,,,,,,,,,,,
23.4,0,,,,,,,,,,,,,,,
23.48333333,1,,,,,,,,,,,,,,,
23.56666666,0,,,,,,,,,,,,,,,
23.65,1,,,,,,,,,,,,,,,
23.73333333,0,,,,,,,,,,,,,,,
23.81666666,1,,,,,,,,,,,,,,,
23.9,2,,,,,,,,,,,,,,,
23.98333333,13,,,,,,,,,,,,,,,
24.06666666,5,,,,a,,,,,,,,,,,
24.14999999,1,,,,,,,,,,,,,,,
24.23333333,2,,,,,,,,,,,,,,,
24.31666666,3,,,,,,,,,,,,,,,
24.39999999,1,,,,,,,,,,,,,,,
24.48333333,2,,,,,,,,,,,,,,,
24.56666666,1,,,,,,,,,,,,,,,
24.64999999,2,,,,,,,,,,,,,,,
24.73333332,3,,,,,,,,,,,,,,,
24.81666666,2,,,,,,,,,,,,,,,
24.89999999,3,,,,,,,,,,,,,,,
24.98333332,2,,,,,,,,,,,,,,,
25.06666666,3,,,,,,,,,,,,,,,
25.14999999,2,,,,,,,,,,,,,,,
25.23333332,1,,,,,,,,,,,,,,,
25.31666666,10,,,,,,,,,,,,,,,
25.39999999,7,,,,,,,,,,,,,,,
25.48333332,1,,,,,,,,,,,,,,,
25.56666665,0,,,,,,,,,,,,,,,
25.64999999,3,,,,,,,,,,,,,,,
25.73333332,1,,,,,,,,,,,,,,,
25.81666665,0,,,,,,,,,,,,,,,
25.89999999,1,,,,,,,,,,,,,,,
25.98333332,0,,,,,,,,,,,,,,,
26.06666665,3,,,,,,,,,,,,,,,
26.14999999,0,,,,,,,,,,,,,,,
26.23333332,3,,,,,,,,,,,,,,,
26.31666665,0,,,,,,,,,,,,,,,
26.39999998,3,,,,,,,,,,,,,,,
26.48333332,0,,,,,,,,,,,,,,,
26.56666665,1,,,,,,,,,,,,,,,
26.64999998,12,,,,,,,,,,,,,,,
26.73333332,6,,,,,,,,,,,,,,,
26.81666665,2,,,,,,,,,,,,,,,
26.89999998,3,,,,,,,,,,,,,,,
26.98333332,0,,,,,,,,,,,,,,,
27.06666665,2,,,,,,,,,,,,,,,
27.14999998,3,,,,,,,,,,,,,,,
27.23333331,2,,,,,,,,,,,,,,,
27.31666665,3,,,,,,,,,,,,,,,
27.39999998,0,,,,,,,,,,,,,,,
27.48333331,3,,,,,,,,,,,,,,,
27.56666665,0,,,,,,,,,,,,,,,
27.64999998,3,,,,,,,,,,,,,,,
27.73333331,0,,,,,,,,,,,,,,,
27.81666665,3,,,,,,,,,,,,,,,
27.89999998,2,,,,,,,,,,,,,,,
27.98333331,11,,,,,,,,,,,,,,,
28.06666664,8,,,a,,,,,,,,,,,,
28.14999998,2,,,,,,,,,,,,,,,
28.23333331,1,,,,,,,,,,,,,,,
28.31666664,0,,,,,,,,,,,,,,,
28.39999998,2,,,,,,,,,,,,,,,
28.48333331,1,,,,,,,,,,,,,,,
28.56666664,0,,,,,,,,,,,,,,,
28.64999998,2,,,,,,,,,,,,,,,
28.73333331,1,,,,,,,,,,,,,,,
28.81666664,0,,,,,,,,,,,,,,,
28.89999997,2,,,,,,,,,,,,,,,
28.98333331,1,,,,,,,,,,,,,,,
29.06666664,0,,,,,,,,,,,,,,,
29.14999997,2,,,,,,,,,,,,,,,
29.23333331,1,,,,,,,,,,,,,,,
29.31666664,0,,,,,,,,,,,,,,,
29.39999997,7,13,,a,,,,,,,,,,,,
29.48333331,1,,,,,,,,,,,,,,,
29.56666664,0,,,,,,,,,,,,,,,
29.64999997,3,,,,,,,,,,,,,,,
29.7333333,1,,,,,,,,,,,,,,,
29.81666664,0,,,,,,,,,,,,,,,
29.89999997,3,,,,,,,,,,,,,,,
29.9833333,1,,,,,,,,,,,,,,,
30.06666664,0,,,,,,,,,,,,,,,
30.14999997,3,,,,,,,,,,,,,,,
30.2333333,1,,,,,,,,,,,,,,,
30.31666664,0,,,,,,,,,,,,,,,
30.39999997,3,,,,,,,,,,,,,,,
30.4833333,1,,,,,,,,,,,,,,,
30.56666663,0,,,,,,,,,,,,,,,
30.64999997,3,,,,,,,,,,,,,,,
30.7333333,6,12,,a,,,,,,,,,,,,
30.81666663,0,,,,,,,,,,,,,,,
30.89999997,3,,,,,,,,,,,,,,,
30.9833333,2,,,,,,,,,,,,,,,
31.06666663,0,,,,,,,,,,,,,,,
31.14999997,3,,,,,,,,,,,,,,,
31.2333333,2,,,,,,,,,,,,,,,
31.31666663,0,,,,,,,,,,,,,,,
31.39999996,3,,,,,,,,,,,,,,,
31.4833333,2,,,,,,,,,,,,,,,
31.56666663,0,,,,,,,,,,,,,,,
31.64999996,3,,,,,,,,,,,,,,,
31.7333333,2,,,,,,,,,,,,,,,
31.81666663,0,,,,,,,,,,,,,,,
31.89999996,3,,,,,,,,,,,,,,,
31.9833333,2,,,,,,,,,,,,,,,
32.06666663,5,11,,a,,,,,,,,,,,,
32.14999996,3,,,,,,,,,,,,,,,
32.23333329,2,,,,,,,,,,,,,,,
